ID de la réponse;Date de soumission;Dernière page;Date de lancement;Date de la dernière action;Avez-vous été confronté, que ce soit en tant que victime ou témoin, à des contenus haineux ou injurieux sur internet ?;De quelle nature étaient-ils ?  [Raciste];De quelle nature étaient-ils ?  [Antisémite];De quelle nature étaient-ils ?  [Xénophobe];De quelle nature étaient-ils ?  [Sexiste];De quelle nature étaient-ils ?  [LGBTphobe];De quelle nature étaient-ils ?  [En raison de votre religion];De quelle nature étaient-ils ?  [En raison d'un handicap];De quelle nature étaient-ils ?  [Diffamatoire];De quelle nature étaient-ils ?  [Injurieux];De quelle nature étaient-ils ?  [Harcèlement];De quelle nature étaient-ils ?  [Menace];De quelle nature étaient-ils ?  [Autre];Les avez-vous signalés au site qui les hébergeait ?;Si oui, quelle suite a été donnée à votre signalement ?;Si oui, quelle suite a été donnée à votre signalement ? [Autre];Si non, pourquoi ? ;Les avez-vous signalés à la justice ?;Si oui, une réponse judiciaire satisfaisante vous a-t-elle été apportée ?;Si oui, une réponse judiciaire satisfaisante vous a-t-elle été apportée ? [Autre];Si non, pourquoi ? ;Connaissez-vous la plateforme PHAROS, qui permet de signaler à la police et à la gendarmerie certains contenus et comportements illégaux observés sur internet ?;Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par des dispositifs de signalement accessibles et simples d’usage];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par la mise en place par les opérateurs numériques d’outils de détection automatique];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Par la suppression de l’anonymat sur internet];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Je ne sais pas];Comment, selon vous, mieux identifier les contenus haineux ou injurieux sur internet et leurs auteurs ?  [Autre];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Personne, internet doit être un espace libre et non régulé];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Les opérateurs numériques eux-mêmes];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une autorité indépendante (Défenseur des droits, CSA, HADOPI, ARCEP…)];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une administration nationale (ministère de l’Intérieur, de l’Économie…)];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Une autorité ou une administration européenne];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [L’autorité judiciaire];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Je ne sais pas];Qui doit, selon vous, réguler les contenus haineux ou injurieux sur internet ?  [Autre];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine de mise à l’épreuve, de travail d’intérêt général ou de stage];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine d’amende];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Une peine de prison];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [L’interdiction temporaire d’accéder à internet ou à un ou plusieurs sites internet];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Je ne sais pas];Quelles sanctions doivent être prioritairement prononcées contre les auteurs de contenus haineux ou injurieux sur internet ? [Autre];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine de mise à l’épreuve, de travail d’intérêt général ou de stage];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine d’amende];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Une peine de prison];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [L’interdiction temporaire d’exercer leur activité];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Je ne sais pas];Quelles sanctions doivent être prioritairement prononcées contre les opérateurs numériques ne respectant pas leurs obligations en matière de lutte contre les contenus haineux ou injurieux sur internet ?    [Autre];Vous avez ? ;Vous êtes ...
717;24/04/2019 21:53;3;24/04/2019 21:50;24/04/2019 21:53;Oui, de temps en temps;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Non;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Non;Non;Oui;Non;;Entre 60 et 69 ans;Une femme
718;24/04/2019 22:17;3;24/04/2019 22:14;24/04/2019 22:17;Oui, de temps en temps;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Non;Oui;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 60 et 69 ans;Une femme
719;24/04/2019 22:22;3;24/04/2019 22:16;24/04/2019 22:22;Oui, souvent;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Oui;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Non;Non;;Non;Oui;Oui;Non;Non;Non;Oui;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Une femme
720;24/04/2019 22:39;3;24/04/2019 22:37;24/04/2019 22:39;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Oui;Non;;Non;Non;Oui;Oui;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Non;Oui;Oui;Non;;Entre 18 et 24 ans;Un homme
721;24/04/2019 23:15;3;24/04/2019 23:09;24/04/2019 23:15;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;critiques contre le gouvernement;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Oui;Oui;Non;;Non;Oui;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Oui;Non;Non;;Entre 60 et 69 ans;Une femme
722;25/04/2019 01:08;3;25/04/2019 01:05;25/04/2019 01:08;Oui, souvent;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Oui;Non;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 12 et 17 ans;Un homme
723;25/04/2019 05:01;3;25/04/2019 04:54;25/04/2019 05:01;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Oui;Non;Par la mise en place de campagnes de sensibilisation et d'éducation On Real Time lorsque ces contenus sont détectés.;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Entre 40 et 59 ans;Un homme
724;;0;25/04/2019 07:32;25/04/2019 07:32;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
725;25/04/2019 07:59;3;25/04/2019 07:52;25/04/2019 07:59;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Oui;Non;Conspiration à visée déstabilisante;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;l'anonymat n'est pas responsable de la defiance généralisée;Oui;Oui;Non;Non;Oui;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Je ne souhaite pas répondre
726;25/04/2019 08:40;3;25/04/2019 08:36;25/04/2019 08:40;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;les gens eux mêmes en montrant leur opposition à ces idées;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
727;25/04/2019 08:48;3;25/04/2019 08:40;25/04/2019 08:48;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Non;Non;Non;;Non;Non;Non;Non;Oui;Non;Non;;Non;Non;Non;Non;Oui;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
728;25/04/2019 09:27;3;25/04/2019 09:24;25/04/2019 09:27;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Non;Oui;Oui;Non;;Non;Oui;Non;Non;Non;Non;Non;;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Non;;70 ans et plus;Un homme
729;25/04/2019 11:14;3;25/04/2019 11:09;25/04/2019 11:14;Oui, souvent;Oui;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Non;Oui;L éducation ?;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Comme ds la vrai vie : rien...allee au coin ?;Non;Non;Non;Non;Non;Vous allez sanctionner tweeter Facebook and co alors que vous êtes pas foutu d o tenir des impôts de leur part ??;Entre 25 et 39 ans;Je ne souhaite pas répondre
730;25/04/2019 11:31;3;25/04/2019 11:30;25/04/2019 11:31;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
731;25/04/2019 11:33;3;25/04/2019 11:30;25/04/2019 11:33;Oui, souvent;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Oui;Non;Oui;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 60 et 69 ans;Un homme
732;25/04/2019 11:59;3;25/04/2019 11:51;25/04/2019 11:59;Oui, rarement;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Non;Non;Non;Harmonisation des lois;Non;Oui;Non;Non;Oui;Oui;Non;;Non;Non;Non;Non;Non;"Appliquer la notion de ""cas d'espèce"" et ne pas omettre la publicité sur internet de la décision. Interdire tout accès à internet est illusoire car le contrevenant pourra toujours trouver un moyen pour y accéder de manière anonyme. Il faut graduer la sanction depuis le TIG jusqu'à la prison.";Non;Non;Non;Oui;Non;"Une sanction ""économique"" sera toujours plus efficace pour un opérateur numérique ""à but lucratif"". Une mesure de publicité d'une décision peut aider à une prise de conscience (pour l'opérateur) de ses responsabilités. Une saisie des moyens (l'outil indispensable à l'activité) pourrait être la sanction ultime.";Entre 40 et 59 ans;Un homme
733;25/04/2019 11:56;3;25/04/2019 11:53;25/04/2019 11:56;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
734;25/04/2019 11:57;3;25/04/2019 11:55;25/04/2019 11:57;Oui, rarement;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Oui;Retrait du contenu;;;Non;;;Vous ne le souhaitiez pas;Non;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
735;25/04/2019 12:08;3;25/04/2019 12:05;25/04/2019 12:08;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 60 et 69 ans;Un homme
736;25/04/2019 12:11;3;25/04/2019 12:06;25/04/2019 12:11;Oui, de temps en temps;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Oui;Non;;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Intérêt général pour les individuts, forte amendre pour les professionnels;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
737;25/04/2019 12:11;3;25/04/2019 12:07;25/04/2019 12:11;Oui, de temps en temps;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Non;Non;Non;Oui;;Non;Oui;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Oui;;Entre 25 et 39 ans;Une femme
738;25/04/2019 12:14;3;25/04/2019 12:10;25/04/2019 12:14;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Oui;;Oui;Autre;retrait parfois, aucune suite parfois, sans logique évidente dans les suites données;;Oui;Non;;;Oui;Non;Non;Non;Non;autoriser le pseudonymat, mais obliger à l'enregistrement de l'identité lors de l'ouverture d'un compte, avec accès limité au gestionnaire de la plateforme, et accessible à la justice sur réquisition.;Non;Non;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
739;25/04/2019 12:31;3;25/04/2019 12:28;25/04/2019 12:31;Oui, souvent;Oui;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
740;25/04/2019 12:42;3;25/04/2019 12:39;25/04/2019 12:42;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;;Non;;;Vous pensez que cela est inutile;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Non;Oui;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
741;25/04/2019 12:58;3;25/04/2019 12:55;25/04/2019 12:58;Oui, de temps en temps;Oui;Non;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Oui;Non;Non;Non;Non;Il y a pas à le faire ....;Oui;Non;Non;Non;Non;Non;Non;les utlisateurs;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;Mec .... qui à fait ce questionnnaire ? Tu veuc mettre qui en prison ou en stage etc... ?;Entre 18 et 24 ans;Un homme
742;25/04/2019 13:00;3;25/04/2019 12:56;25/04/2019 13:00;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Oui;Non;Non;;Non;Non;Non;Oui;Oui;Oui;Non;;Non;Oui;Non;Non;Non;La publication du nom de la personne en faute sur un registre officiel, libre d'accès par l'ensemble des citoyens;Non;Oui;Non;Oui;Non;;Entre 18 et 24 ans;Un homme
743;25/04/2019 13:08;3;25/04/2019 13:04;25/04/2019 13:08;Oui, de temps en temps;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Oui;Non;Non;;Non;Oui;Non;Non;Oui;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
744;25/04/2019 13:20;3;25/04/2019 13:17;25/04/2019 13:20;Oui, de temps en temps;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas que cela était possible;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Oui;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
745;25/04/2019 13:20;3;25/04/2019 13:17;25/04/2019 13:20;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
746;25/04/2019 13:32;3;25/04/2019 13:31;25/04/2019 13:32;Oui, de temps en temps;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous ne saviez pas que cela était possible;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Une femme
747;25/04/2019 13:46;3;25/04/2019 13:42;25/04/2019 13:46;Oui, de temps en temps;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;;Oui;Je ne sais pas;;;Oui;Non;;;Oui;Oui;Non;Non;Non;;Non;Non;Non;Oui;Oui;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
748;25/04/2019 14:13;3;25/04/2019 14:00;25/04/2019 14:13;Oui, souvent;Non;Non;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui;Dégradant/Humiliant;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Non;Non;fichage des comptes/ip haineux pour suspension immédiate des contenue après 5 signalements au lieux d'attendre une vérification humaine. Pencez a une procedure accessible pour faire retirer des adresses IP de cette liste en cas de changement d'utilisateur internet (déménagement du harceleur);Non;Oui;Non;Oui;Non;Non;Non;;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
749;25/04/2019 14:03;3;25/04/2019 14:00;25/04/2019 14:03;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Oui;Non;Non;Oui;Non;En éduquant les utilisateurs (école, entreprise, administration...);Non;Oui;Oui;Oui;Non;Non;Non;;Non;Non;Non;Oui;Non;Des peines pénales graduées selon la gravité de l'atteinte;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
750;25/04/2019 14:21;3;25/04/2019 14:17;25/04/2019 14:21;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Non;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 60 et 69 ans;Une femme
751;25/04/2019 14:27;3;25/04/2019 14:23;25/04/2019 14:27;Oui, souvent;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
752;25/04/2019 14:27;3;25/04/2019 14:25;25/04/2019 14:27;Oui, souvent;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Non;;Non;;;Vous ne le souhaitez pas;Non;;;Vous ne le souhaitiez pas;Non;Oui;Non;Oui;Non;;Non;Non;Oui;Oui;Non;Oui;Non;;Non;Non;Oui;Non;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
753;25/04/2019 14:33;3;25/04/2019 14:31;25/04/2019 14:33;Oui, souvent;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 18 et 24 ans;Une femme
754;25/04/2019 14:37;3;25/04/2019 14:35;25/04/2019 14:37;Oui, souvent;Oui;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;Oui;Non;Non;Non;;Non;Non;Non;Non;Non;Oui;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Non;Non;;Entre 25 et 39 ans;Un homme
755;25/04/2019 14:41;3;25/04/2019 14:38;25/04/2019 14:41;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous ne le souhaitiez pas;Oui;Oui;Oui;Non;Non;;Non;Non;Oui;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;;Entre 40 et 59 ans;Un homme
756;25/04/2019 15:11;3;25/04/2019 15:07;25/04/2019 15:11;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;;Oui;Retrait du contenu;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Non;Oui;Non;par la création d'équipes formées spécialement aux diverses formes de harcèlement.;Non;Non;Oui;Non;Oui;Oui;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
757;25/04/2019 15:12;3;25/04/2019 15:08;25/04/2019 15:12;Oui, souvent;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Niveau social;Oui;Aucune suite donnée au signalement;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
758;25/04/2019 15:15;3;25/04/2019 15:11;25/04/2019 15:15;Oui, souvent;Oui;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Oui;;Oui;Aucune suite donnée au signalement;;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;Oui;Oui;Non;Non;;Non;Non;Oui;Non;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Oui;Non;;Entre 40 et 59 ans;Une femme
759;25/04/2019 15:15;3;25/04/2019 15:12;25/04/2019 15:15;Oui, souvent;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;;Oui;Je ne sais pas;;;Non;;;Vous pensez que cela est inutile;Oui;Oui;Non;Oui;Non;;Non;Oui;Oui;Non;Oui;Non;Non;;Oui;Oui;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Entre 25 et 39 ans;Un homme
760;25/04/2019 15:27;3;25/04/2019 15:24;25/04/2019 15:27;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;;;Vous pensez que cela est inutile;Non;;;Vous pensez que cela est inutile;Non;Non;Non;Oui;Non;;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;;70 ans et plus;Une femme
761;25/04/2019 15:34;3;25/04/2019 15:31;25/04/2019 15:34;Oui, rarement;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;;Non;;;Vous ne saviez pas que cela était possible;Non;;;Vous pensez que cela est inutile;Non;Non;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;;Non;Oui;Non;Non;Non;;Entre 40 et 59 ans;Une femme
762;25/04/2019 15:37;3;25/04/2019 15:34;25/04/2019 15:37;Oui, souvent;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Retrait du contenu;;;Non;;;Vous pensez que cela est inutile;Non;Oui;Oui;Non;Non;Abolition de la loi Gayssot et de la loi Pleven;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Non;Oui;Non;Non;;Non;Non;Non;Oui;Non;;Entre 18 et 24 ans;Un homme
763;25/04/2019 15:36;3;25/04/2019 15:35;25/04/2019 15:36;Non, jamais;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;;;;;;;;;Oui;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Oui;;Entre 40 et 59 ans;Je ne souhaite pas répondre
764;;1;25/04/2019 15:35;25/04/2019 15:36;Oui, souvent;Oui;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Non;;;Vous ne saviez pas comment effectuer un tel signalement;Oui;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;N/A;N/A;N/A;N/A;N/A;;;
765;25/04/2019 15:42;3;25/04/2019 15:37;25/04/2019 15:42;Oui, souvent;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Oui;islamophobe;Oui;Retrait du contenu;;;Oui;Je ne sais pas;;;Oui;Oui;Non;Non;Non;surtout pas en supprimant l'anonymat, ça augmentera les harcèlements dans la vraie vie;Non;Non;Non;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;suites judiciaires;Non;Non;Non;Non;Oui;;Entre 40 et 59 ans;Un homme
